   0.0000000e+00   1.0000000e+00   1.0000000e+00
   1.6000000e-02   9.9080238e-01   9.9529421e-01
   3.2000000e-02   9.7812257e-01   9.8499255e-01
   4.8000000e-02   9.6949436e-01   9.7398798e-01
   6.4000000e-02   9.6599518e-01   9.6288219e-01
   8.0000000e-02   9.4954212e-01   9.5033989e-01
   9.6000000e-02   9.3863038e-01   9.3565227e-01
   1.1200000e-01   9.1496504e-01   9.1978924e-01
   1.2800000e-01   9.1004217e-01   9.0408824e-01
   1.4400000e-01   8.8466443e-01   8.8891022e-01
   1.6000000e-01   8.7167634e-01   8.7408409e-01
   1.7600000e-01   8.5472264e-01   8.5984931e-01
   1.9200000e-01   8.4015386e-01   8.4667642e-01
   2.0800000e-01   8.3497134e-01   8.3468055e-01
   2.2400000e-01   8.2236056e-01   8.2375415e-01
   2.4000000e-01   8.1079468e-01   8.1401054e-01
   2.5600000e-01   8.1426504e-01   8.0564504e-01
   2.7200000e-01   7.9763183e-01   7.9856997e-01
   2.8800000e-01   7.9069097e-01   7.9252027e-01
   3.0400000e-01   7.8780844e-01   7.8737931e-01
   3.2000000e-01   7.8411797e-01   7.8311353e-01
   3.3600000e-01   7.7788246e-01   7.7954049e-01
   3.5200000e-01   7.8042809e-01   7.7641918e-01
   3.6800000e-01   7.7693782e-01   7.7368374e-01
   3.8400000e-01   7.7554716e-01   7.7137528e-01
   4.0000000e-01   7.7138476e-01   7.6944668e-01
   4.1600000e-01   7.7112068e-01   7.6781767e-01
   4.3200000e-01   7.6469411e-01   7.6653974e-01
   4.4800000e-01   7.6740082e-01   7.6572421e-01
   4.6400000e-01   7.6965573e-01   7.6537928e-01
   4.8000000e-01   7.6109398e-01   7.6545872e-01
   4.9600000e-01   7.6353077e-01   7.6599914e-01
   5.1200000e-01   7.6992676e-01   7.6706047e-01
   5.2800000e-01   7.6002436e-01   7.6859654e-01
   5.4400000e-01   7.5874454e-01   7.7050734e-01
   5.6000000e-01   7.7043827e-01   7.7276106e-01
   5.7600000e-01   7.7044746e-01   7.7534353e-01
   5.9200000e-01   7.7327858e-01   7.7815148e-01
   6.0800000e-01   7.7624983e-01   7.8104607e-01
   6.2400000e-01   7.8246991e-01   7.8396196e-01
   6.4000000e-01   7.9149154e-01   7.8685998e-01
   6.5600000e-01   7.8700618e-01   7.8963376e-01
   6.7200000e-01   7.8935676e-01   7.9216138e-01
   6.8800000e-01   7.9905198e-01   7.9440209e-01
   7.0400000e-01   7.9763695e-01   7.9634735e-01
   7.2000000e-01   8.0750251e-01   7.9793492e-01
   7.3600000e-01   8.0539446e-01   7.9909664e-01
   7.5200000e-01   8.0173323e-01   7.9984530e-01
   7.6800000e-01   8.0852438e-01   8.0022166e-01
   7.8400000e-01   7.9902996e-01   8.0021516e-01
   8.0000000e-01   8.0787086e-01   7.9980758e-01
   8.1600000e-01   8.0496273e-01   7.9905621e-01
   8.3200000e-01   8.0176901e-01   7.9803465e-01
   8.4800000e-01   7.9383574e-01   7.9676294e-01
   8.6400000e-01   7.9366605e-01   7.9524598e-01
   8.8000000e-01   7.9208351e-01   7.9355904e-01
   8.9600000e-01   7.9084872e-01   7.9178200e-01
   9.1200000e-01   7.8500600e-01   7.8993671e-01
   9.2800000e-01   7.9080258e-01   7.8802809e-01
   9.4400000e-01   7.8550740e-01   7.8612304e-01
   9.6000000e-01   7.8222009e-01   7.8429494e-01
   9.7600000e-01   7.8966171e-01   7.8254540e-01
   9.9200000e-01   7.7569546e-01   7.8087119e-01
   1.0080000e+00   7.8162797e-01   7.7931991e-01
   1.0240000e+00   7.7848611e-01   7.7795001e-01
