   1.5000000e+00   5.1711021e-06   0.0000000e+00   1.2951232e-05
   1.5207668e+00   4.7973953e-06   0.0000000e+00   1.2091793e-05
   1.5415335e+00   4.4248088e-06   0.0000000e+00   1.1239393e-05
   1.5623003e+00   4.0550856e-06   0.0000000e+00   1.0397571e-05
   1.5830671e+00   3.6901002e-06   0.0000000e+00   9.5703910e-06
   1.6038339e+00   3.3323182e-06   0.0000000e+00   8.7627463e-06
   1.6246006e+00   2.9839794e-06   0.0000000e+00   7.9793517e-06
   1.6453674e+00   2.6480464e-06   0.0000000e+00   7.2254675e-06
   1.6661342e+00   2.3266658e-06   0.0000000e+00   6.5051145e-06
   1.6869010e+00   2.0223018e-06   0.0000000e+00   5.8219735e-06
   1.7076677e+00   1.7372845e-06   0.0000000e+00   5.1787371e-06
   1.7284345e+00   1.4728195e-06   0.0000000e+00   4.4972532e-06
   1.7492013e+00   1.2292169e-06   0.0000000e+00   3.8500942e-06
   1.7699681e+00   1.0072986e-06   0.0000000e+00   3.2542991e-06
   1.7907348e+00   8.0809195e-07   0.0000000e+00   2.7104809e-06
   1.8115016e+00   6.3161657e-07   0.0000000e+00   2.2172157e-06
   1.8322684e+00   4.7693565e-07   0.0000000e+00   1.7714178e-06
   1.8530351e+00   3.4391651e-07   0.0000000e+00   1.3721447e-06
   1.8738019e+00   2.3347647e-07   0.0000000e+00   1.0213570e-06
   1.8945687e+00   1.4610818e-07   0.0000000e+00   7.2119493e-07
   1.9153355e+00   8.1301944e-08   0.0000000e+00   4.7300113e-07
   1.9361022e+00   3.7517445e-08   0.0000000e+00   2.7739331e-07
   1.9568690e+00   1.2110122e-08   0.0000000e+00   1.3419870e-07
   1.9776358e+00   1.7759695e-09   0.0000000e+00   4.3390308e-08
   1.9984026e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0191693e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0399361e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0607029e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0814696e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1022364e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1230032e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1437700e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.1645367e+00   3.0741680e-09   0.0000000e+00   5.5562226e-08
   2.1853035e+00   1.7088691e-08   0.0000000e+00   1.6886443e-07
   2.2060703e+00   4.9056829e-08   0.0000000e+00   3.4191717e-07
   2.2268371e+00   1.0398566e-07   0.0000000e+00   5.7429674e-07
   2.2476038e+00   1.8564341e-07   0.0000000e+00   8.6470013e-07
   2.2683706e+00   2.9738969e-07   0.0000000e+00   1.2126032e-06
   2.2891374e+00   4.4174787e-07   0.0000000e+00   1.6173791e-06
   2.3099042e+00   6.1949981e-07   0.0000000e+00   2.0764399e-06
   2.3306709e+00   8.2989383e-07   0.0000000e+00   2.5855862e-06
   2.3514377e+00   1.0710950e-06   0.0000000e+00   3.0663437e-06
